model,method,run,TP,FP,TN,FN,n_states,n_attractors,n_min_trap,update_scheme
n010_001.bnet,random_mc,1,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,2,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,3,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,4,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,5,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,6,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,7,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,8,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,9,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,10,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,11,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,12,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,13,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,14,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,15,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,16,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,17,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,18,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,19,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,20,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,21,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,22,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,23,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,24,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,25,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,26,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,27,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,28,6,0,58,0,64,5,5,asynchronous
n010_001.bnet,random_mc,29,6,0,58,0,64,5,5,asynchronous
n010_002.bnet,sd_mc,,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,null_mc,,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,ref,,1,127,0,0,128,1,1,asynchronous
n010_002.bnet,random_mc,0,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,1,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,2,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,3,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,4,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,5,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,6,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,7,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,8,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,9,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,10,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,11,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,12,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,13,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,14,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,15,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,16,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,17,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,18,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,19,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,20,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,21,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,22,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,23,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,24,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,25,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,26,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,27,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,28,1,0,127,0,128,1,1,asynchronous
n010_002.bnet,random_mc,29,1,0,127,0,128,1,1,asynchronous
n010_003.bnet,sd_mc,,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,null_mc,,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,ref,,1,1023,0,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,0,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,1,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,2,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,3,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,4,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,5,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,6,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,7,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,8,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,9,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,10,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,11,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,12,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,13,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,14,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,15,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,16,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,17,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,18,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,19,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,20,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,21,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,22,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,23,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,24,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,25,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,26,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,27,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,28,1,0,1023,0,1024,1,1,asynchronous
n010_003.bnet,random_mc,29,1,0,1023,0,1024,1,1,asynchronous
n010_004.bnet,sd_mc,,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,null_mc,,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,ref,,4,508,0,0,512,4,4,asynchronous
n010_004.bnet,random_mc,0,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,1,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,2,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,3,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,4,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,5,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,6,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,7,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,8,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,9,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,10,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,11,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,12,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,13,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,14,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,15,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,16,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,17,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,18,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,19,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,20,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,21,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,22,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,23,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,24,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,25,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,26,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,27,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,28,4,0,508,0,512,4,4,asynchronous
n010_004.bnet,random_mc,29,4,0,508,0,512,4,4,asynchronous
n010_005.bnet,sd_mc,,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,null_mc,,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,ref,,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,0,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,1,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,2,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,3,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,4,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,5,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,6,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,7,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,8,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,9,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,10,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,11,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,12,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,13,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,14,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,15,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,16,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,17,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,18,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,19,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,20,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,21,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,22,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,23,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,24,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,25,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,26,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,27,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,28,40,24,0,0,64,1,1,asynchronous
n010_005.bnet,random_mc,29,40,24,0,0,64,1,1,asynchronous
n010_006.bnet,sd_mc,,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,null_mc,,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,ref,,2,1022,0,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,0,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,1,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,2,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,3,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,4,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,5,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,6,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,7,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,8,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,9,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,10,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,11,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,12,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,13,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,14,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,15,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,16,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,17,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,18,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,19,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,20,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,21,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,22,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,23,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,24,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,25,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,26,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,27,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,28,2,0,1022,0,1024,2,2,asynchronous
n010_006.bnet,random_mc,29,2,0,1022,0,1024,2,2,asynchronous
n010_007.bnet,sd_mc,,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,null_mc,,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,ref,,2,510,0,0,512,2,2,asynchronous
n010_007.bnet,random_mc,0,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,1,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,2,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,3,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,4,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,5,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,6,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,7,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,8,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,9,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,10,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,11,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,12,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,13,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,14,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,15,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,16,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,17,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,18,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,19,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,20,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,21,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,22,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,23,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,24,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,25,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,26,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,27,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,28,2,0,510,0,512,2,2,asynchronous
n010_007.bnet,random_mc,29,2,0,510,0,512,2,2,asynchronous
n010_008.bnet,sd_mc,,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,null_mc,,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,ref,,34,222,0,0,256,3,3,asynchronous
n010_008.bnet,random_mc,0,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,1,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,2,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,3,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,4,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,5,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,6,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,7,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,8,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,9,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,10,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,11,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,12,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,13,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,14,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,15,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,16,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,17,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,18,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,19,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,20,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,21,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,22,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,23,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,24,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,25,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,26,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,27,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,28,34,0,222,0,256,3,3,asynchronous
n010_008.bnet,random_mc,29,34,0,222,0,256,3,3,asynchronous
n010_009.bnet,sd_mc,,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,null_mc,,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,ref,,96,160,0,0,256,2,2,asynchronous
n010_009.bnet,random_mc,0,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,1,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,2,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,3,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,4,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,5,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,6,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,7,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,8,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,9,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,10,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,11,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,12,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,13,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,14,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,15,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,16,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,17,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,18,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,19,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,20,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,21,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,22,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,23,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,24,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,25,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,26,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,27,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,28,96,33,127,0,256,2,2,asynchronous
n010_009.bnet,random_mc,29,96,33,127,0,256,2,2,asynchronous
n010_011.bnet,sd_mc,,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,null_mc,,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,ref,,35,477,0,0,512,3,3,asynchronous
n010_011.bnet,random_mc,0,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,1,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,2,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,3,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,4,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,5,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,6,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,7,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,8,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,9,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,10,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,11,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,12,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,13,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,14,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,15,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,16,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,17,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,18,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,19,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,20,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,21,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,22,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,23,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,24,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,25,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,26,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,27,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,28,35,0,477,0,512,3,3,asynchronous
n010_011.bnet,random_mc,29,35,0,477,0,512,3,3,asynchronous
n010_012.bnet,sd_mc,,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,null_mc,,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,ref,,1,1023,0,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,0,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,1,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,2,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,3,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,4,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,5,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,6,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,7,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,8,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,9,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,10,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,11,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,12,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,13,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,14,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,15,1,0,1023,0,1024,1,1,asynchronous
